,Sector,Industry,Chairman & Chief Executive Officer,Chief Global Operations Officer,Corporate headquarters,Symbol,Category
1,Commercial Services,Miscellaneous Commercial Services,Richard F. Smith,Andy S. Bodea,"Atlanta, Georgia",EFX,profile
