,Sector,Industry,"President, Chief Executive Officer & Director",Senior Vice President-Operations & Logistics,Corporate headquarters,Symbol,Category
1,Distribution Services,Wholesale Distributors,Paul D. Donahue,Michael D. Orr,"Atlanta, Georgia",GPC,profile
