,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Finance,Real Estate Investment Trusts,Doyle R. Simons,Russell S. Hagen,"Seattle, Washington",WY,profile
