,Sector,Industry,"President, Chief Executive Officer & Director",President-Operations & Technology,Corporate headquarters,Symbol,Category
1,Finance,Finance/Rental/Leasing,Ajay Banga,Edward McLaughlin,"Purchase, New York",MA,profile
