,Sector,Industry,"President, Chief Executive Officer & Director",Executive Vice President & President-US Operations,Corporate headquarters,Symbol,Category
1,Health Technology,Pharmaceuticals: Generic,Juan Ramón Alaix,Kristin C. Peck,"New Jersey, New Jersey",ZTS,profile
