,Sector,Industry,"Chairman, President & Chief Executive Officer",EVP-Refining Operations & Engineering,Corporate headquarters,Symbol,Category
1,Energy Minerals,Oil Refining/Marketing,Joseph W. Gorder,R. Lane Riggs,"San Antonio, Texas",VLO,profile
