,Sector,Industry,"President, Chief Executive Officer & Director","EVP, Chief Financial & Accounting Officer",Corporate headquarters,Symbol,Category
1,Consumer Services,Restaurants,Kevin R. Johnson,Scott Harlan Maw,"Seattle, Washington",SBUX,profile
