,Sector,Industry,Chairman & Chief Executive Officer,President & Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Electronic Technology,Aerospace & Defense,Michael T. Strianese,Chris Kubasik,"New York, New York",LLL,profile
