,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Electronic Technology,Telecommunications Equipment,Bill Brown,Rahul Ghai,"Melbourne, Florida",HRS,profile
