,Sector,Industry,Chief Executive Officer,Executive Vice President-Global Operations,Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Food: Major Diversified,Bernardo Vieira Hees,Eduardo Pelleissone,"Chicago, Illinois",KHC,profile
