,Sector,Industry,Chairman & Chief Executive Officer,President & Director,Corporate headquarters,Symbol,Category
1,Commercial Services,Financial Publishing/Services,Jerre L. Stead,Lance Darrell Gordon Uggla,"London, London & South East",INFO,profile
