,Sector,Industry,Chairman & Chief Executive Officer,Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Producer Manufacturing,Miscellaneous Manufacturing,Randall J. Hogan,John L. Stauch,"London, London & South East",PNR,profile
