,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Utilities,Electric Utilities,Warner L. Baxter,Martin J. Lyons,"St. Louis, Missouri",AEE,profile
