,Sector,Industry,"President, Chief Executive Officer, COO & Director",Chief Financial Officer & EVP-Corporate Strategy,Corporate headquarters,Symbol,Category
1,Finance,Investment Banks/Brokers,Adena T. Friedman,Michael Ptasznik,"New York, New York",NDAQ,profile
