,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Retail Trade,Department Stores,Kevin Mansell,Sona Chawla,"Menomonee Falls, Wisconsin",KSS,profile
