,Sector,Industry,"Chairman, President & Chief Executive Officer",Senior Vice President-Global Operations,Corporate headquarters,Symbol,Category
1,Producer Manufacturing,Industrial Conglomerates,Michael W. Lamach,Keith Sultana,"Swords, Dublin",IR,profile
