,Sector,Industry,"Vice Chairman, President & Chief Executive Officer",President & COO-Americas Mining Division,Corporate headquarters,Symbol,Category
1,Non-Energy Minerals,Precious Metals,Richard C. Adkerson,Harry Milton Conger,"Phoenix, Arizona",FCX,profile
