,Sector,Industry,Chief Executive Officer & Director,Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Electronic Technology,Computer Communications,Rami Rahim,Ken Miller,"Sunnyvale, California",JNPR,profile
