,Sector,Industry,Chief Executive Officer & Director,Chief Financial Officer & Group President,Corporate headquarters,Symbol,Category
1,Producer Manufacturing,Trucks/Construction/Farm Machinery,Donald James Umpleby,Bradley M. Halverson,"Peoria, Illinois",CAT,profile
