,Sector,Industry,Chairman & Chief Executive Officer,Chief Operating Officer & Executive VP,Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Household/Personal Care,Benno O. Dorer,Dawn C. Willoughby,"Oakland, California",CLX,profile
