,Sector,Industry,Chief Executive Officer & Director,President & Director,Corporate headquarters,Symbol,Category
1,Technology Services,Internet Software/Services,Lawrence E. Page,Sergey Mikhaylovich Brin,"Mountain View, California",GOOGL,profile
