,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer,Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Beverages: Alcoholic,Mark R. Hunter,Tracey Joubert,"Denver, Colorado",TAP,profile
