,Earnings growth (last year),Earnings growth (this year),Earnings growth (next 5 years),Revenue growth (last year),P/E ratio,Price/Sales,Price/Book,Symbol,Category
1,+65.83%,+41.86%,+17.30%,+11.11%,17.7,3.60,1.30,ZION,growth_and_valuation
