,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Communications,Specialty Telecommunications,Glen F. Post,R. Stewart Ewing,"Monroe, Louisiana",CTL,profile
