,Earnings growth (last year),Earnings growth (this year),Earnings growth (next 5 years),Revenue growth (last year),P/E ratio,Price/Sales,Price/Book,Symbol,Category
1,-0.74%,+8.37%,+10.00%,+2.17%,27.5,0.61,5.73,COST,growth_and_valuation
