,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Senior Executive VP,Corporate headquarters,Symbol,Category
1,Finance,Savings Banks,John P. Barnes,R. David Rosato,"Bridgeport, Connecticut",PBCT,profile
