,Earnings growth (last year),Earnings growth (this year),Earnings growth (next 5 years),Revenue growth (last year),P/E ratio,Price/Sales,Price/Book,Symbol,Category
1,+13.58%,+10.07%,+10.85%,+4.74%,15.1,2.70,3.23,SNA,growth_and_valuation
