,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Transportation,Railroads,Lance M. Fritz,Robert M. Knight,"Omaha, Nebraska",UNP,profile
