,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Vice President,Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Apparel/Footwear,Steven E. Rendle,Scott A. Roe,"Greensboro, North Carolina",VFC,profile
