,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Utilities,Electric Utilities,John J. McAvoy,Robert N. Hoglund,"New York, New York",ED,profile
