,Sector,Industry,Chairman & Chief Executive Officer,President & Chief Operating Officer-Power Division,Corporate headquarters,Symbol,Category
1,Electronic Technology,Aerospace & Defense,Nick Howley,Kevin M. Stein,"Cleveland, Ohio",TDG,profile
