,Sector,Industry,"President, Chief Executive Officer & Director",Chief Operating Officer & Executive VP,Corporate headquarters,Symbol,Category
1,Electronic Technology,Electronic Components,Terrence R. Curtin,Joseph B. Donahue,"Schaffhausen, Schaffhausen",TEL,profile
