,Sector,Industry,Executive Chairman & Chief Executive Officer,President,Corporate headquarters,Symbol,Category
1,Finance,Investment Banks/Brokers,Terrence A. Duffy,Bryan T. Durkin,"Chicago, Illinois",CME,profile
