,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Consumer Non-Durables,Food: Specialty/Candy,Lawrence Erik Kurzius,Michael R. Smith,"Sparks, Maryland",MKC,profile
