,Sector,Industry,"Chairman, President & Chief Executive Officer",Senior Vice President-Operations,Corporate headquarters,Symbol,Category
1,Utilities,Electric Utilities,Patricia Leonard Kampling,Douglas R. Kopp,"Madison, Wisconsin",LNT,profile
