,Sector,Industry,Chief Executive Officer & Director,President & General Manager-Web Division,Corporate headquarters,Symbol,Category
1,Technology Services,Internet Software/Services,Tom Leighton,Rick M. McConnell,"Cambridge, Massachusetts",AKAM,profile
