,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Senior Executive VP,Corporate headquarters,Symbol,Category
1,Utilities,Electric Utilities,Chris Crane,Jack Thayer,"Chicago, Illinois",EXC,profile
