,Sector,Industry,Chairman & Chief Executive Officer,Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Retail Trade,Apparel/Footwear Retail,Leslie Herbert Wexner,Charles C. McGuigan,"Columbus, Ohio",LB,profile
