,Sector,Industry,Chairman & Chief Executive Officer,Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Electronic Technology,Aerospace & Defense,Gregory Q. Brown,Gino A. Bonanotte,"Chicago, Illinois",MSI,profile
