,Sector,Industry,Chief Executive Officer & Director,President & Chief Investment Officer,Corporate headquarters,Symbol,Category
1,Finance,Real Estate Investment Trusts,Conor C. Flynn,Ross Cooper,"New Hyde Park, New York",KIM,profile
