,Sector,Industry,"Chairman, President & Chief Executive Officer",Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Producer Manufacturing,Industrial Conglomerates,Scott C. Donnelly,Frank T. Connor,"Providence, Rhode Island",TXT,profile
