,Sector,Industry,"President, CEO & Non-Independent Director",Chief Operating Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Industrial Services,Oil & Gas Pipelines,Terry K. Spencer,Kevin L. Burdick,"Tulsa, Oklahoma",OKE,profile
