,Sector,Industry,Chief Executive Officer & Director,Chief Financial Officer & Executive Vice President,Corporate headquarters,Symbol,Category
1,Non-Energy Minerals,Aluminum,David Peter Hess,Ken Giacobbe,"New York, New York",ARNC,profile
