,Sector,Industry,"Chairman, President & Chief Executive Officer",Executive Vice President-Operations & Strategy,Corporate headquarters,Symbol,Category
1,Producer Manufacturing,Industrial Conglomerates,Gregory J. Hayes,Michael R. Dumais,"Farmington, Connecticut",UTX,profile
