,Sector,Industry,Chairman & Chief Executive Officer,"CFO, EVP & Head-Global Business Operations",Corporate headquarters,Symbol,Category
1,Health Technology,Pharmaceuticals: Major,Giovanni Caforio,Charles A. Bancroft,"New York, New York",BMY,profile
