,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Senior Managing Director,Corporate headquarters,Symbol,Category
1,Finance,Investment Managers,Martin L. Flanagan,Loren M. Starr,"Atlanta, Georgia",IVZ,profile
