,Earnings growth (last year),Earnings growth (this year),Earnings growth (next 5 years),Revenue growth (last year),P/E ratio,Price/Sales,Price/Book,Symbol,Category
1,+20.60%,+9.57%,+9.12%,+8.88%,37.8,3.77,3.81,SNPS,growth_and_valuation
