,Sector,Industry,Chief Executive Officer & Director,Chief Operations Officer & Executive VP,Corporate headquarters,Symbol,Category
1,Finance,Real Estate Investment Trusts,Joseph D. Margolis,Samrat Sondhi,"Salt Lake City, Utah",EXR,profile
