,Sector,Industry,"President, Chief Executive Officer & Director",Chief Information Officer,Corporate headquarters,Symbol,Category
1,Consumer Durables,Automotive Aftermarket,Dominick P. Zarcone,Ashley T. Brooks,"Chicago, Illinois",LKQ,profile
