,Sector,Industry,Chief Executive Officer & Director,President & CEO-Institutional Clients Group,Corporate headquarters,Symbol,Category
1,Finance,Financial Conglomerates,Mike Louis Corbat,Jamie Forese,"New York, New York",C,profile
