,Sector,Industry,Chairman & Chief Executive Officer,President & Chief Operating Officer,Corporate headquarters,Symbol,Category
1,Consumer Services,Cable/Satellite TV,Thomas M. Rutledge,John Bickham,"Stamford, Connecticut",CHTR,profile
