,Sector,Industry,"President, Chief Executive Officer & Director",Chief Financial Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Energy Minerals,Oil & Gas Production,Steven T. Schlotterbeck,Robert J. McNally,"Pittsburgh, Pennsylvania",EQT,profile
