,Sector,Industry,Chairman & Chief Executive Officer,President & Chief Financial Officer,Corporate headquarters,Symbol,Category
1,Finance,Real Estate Investment Trusts,Martin E. Stein,Lisa Palmer,"Jacksonville, Florida",REG,profile
