,Sector,Industry,"President, Chief Executive Officer & Director",Chief Operating Officer & Senior Vice President,Corporate headquarters,Symbol,Category
1,Finance,Real Estate Investment Trusts,Thomas W. Toomey,Jerry A. Davis,"Highlands Ranch, Colorado",UDR,profile
