,Sector,Industry,Chairman & Co-Chief Executive Officer,"President, Co-Chief Executive Officer & Director",Corporate headquarters,Symbol,Category
1,Electronic Technology,Electronic Production Equipment,Aart J. de Geus,Chi-Foon Chan,"Mountain View, California",SNPS,profile
